bbid,date of vote,ward,alderperson,vote
253,02/23/2018,2,Lisa Middlebrook,Absent
253,02/23/2018,4,Samuel L Moore,Absent
253,02/23/2018,12,Larry Arnowitz,Absent
253,02/23/2018,14,Carol Howard,Absent
253,02/23/2018,21,John Collins-Muhammad,Absent
253,02/23/2018,25,Shane Cohn,Absent
253,02/23/2018,8,Seat is vacant,Vacant Seat
248,02/23/2018,3,Brandon Bosley,Aye
248,02/23/2018,5,Tammika Hubbard,Aye
248,02/23/2018,6,Christine Ingrassia,Aye
248,02/23/2018,7,Jack Coatar,Aye
248,02/23/2018,9,Dan Guenther,Aye
248,02/23/2018,10,Joseph Vollmer,Aye
248,02/23/2018,11,Sarah Martin,Aye
248,02/23/2018,12,Larry Arnowitz,Aye
248,02/23/2018,13,Beth Murphy,Aye
248,02/23/2018,15,Megan E. Green,Aye
248,02/23/2018,16,Tom Oldenburg,Aye
248,02/23/2018,17,Joseph D Roddy,Aye
248,02/23/2018,18,Terry Kennedy,Aye
248,02/23/2018,19,Marlene E Davis,Aye
248,02/23/2018,20,Cara Spencer,Aye
248,02/23/2018,22,Jeffrey L Boyd,Aye
248,02/23/2018,23,Joseph Vaccaro,Aye
248,02/23/2018,24,Scott Ogilvie,Aye
248,02/23/2018,26,Frank Williamson,Aye
248,02/23/2018,27,Pam Boyd,Aye
248,02/23/2018,28,Heather Navarro,Aye
248,02/23/2018,President,Lewis E Reed,Aye
248,02/23/2018,1,Sharon Tyus,No
248,02/23/2018,2,Lisa Middlebrook,Absent
248,02/23/2018,4,Samuel L Moore,Absent
248,02/23/2018,14,Carol Howard,Absent
248,02/23/2018,21,John Collins-Muhammad,Absent
248,02/23/2018,25,Shane Cohn,Absent
248,02/23/2018,8,Seat is vacant,Vacant Seat
249,02/23/2018,3,Brandon Bosley,Aye
249,02/23/2018,5,Tammika Hubbard,Aye
249,02/23/2018,6,Christine Ingrassia,Aye
249,02/23/2018,7,Jack Coatar,Aye
249,02/23/2018,9,Dan Guenther,Aye
249,02/23/2018,10,Joseph Vollmer,Aye
249,02/23/2018,11,Sarah Martin,Aye
249,02/23/2018,12,Larry Arnowitz,Aye
249,02/23/2018,13,Beth Murphy,Aye
249,02/23/2018,15,Megan E. Green,Aye
249,02/23/2018,16,Tom Oldenburg,Aye
249,02/23/2018,17,Joseph D Roddy,Aye
249,02/23/2018,18,Terry Kennedy,Aye
249,02/23/2018,19,Marlene E Davis,Aye
249,02/23/2018,20,Cara Spencer,Aye
249,02/23/2018,22,Jeffrey L Boyd,Aye
249,02/23/2018,23,Joseph Vaccaro,Aye
249,02/23/2018,24,Scott Ogilvie,Aye
249,02/23/2018,26,Frank Williamson,Aye
249,02/23/2018,27,Pam Boyd,Aye
249,02/23/2018,28,Heather Navarro,Aye
249,02/23/2018,President,Lewis E Reed,Aye
249,02/23/2018,1,Sharon Tyus,No
249,02/23/2018,2,Lisa Middlebrook,Absent
249,02/23/2018,4,Samuel L Moore,Absent
249,02/23/2018,14,Carol Howard,Absent
249,02/23/2018,21,John Collins-Muhammad,Absent
249,02/23/2018,25,Shane Cohn,Absent
249,02/23/2018,8,Seat is vacant,Vacant Seat
256,02/23/2018,5,Tammika Hubbard,Aye
256,02/23/2018,6,Christine Ingrassia,Aye
256,02/23/2018,7,Jack Coatar,Aye
256,02/23/2018,10,Joseph Vollmer,Aye
256,02/23/2018,11,Sarah Martin,Aye
256,02/23/2018,12,Larry Arnowitz,Aye
256,02/23/2018,13,Beth Murphy,Aye
256,02/23/2018,16,Tom Oldenburg,Aye
256,02/23/2018,17,Joseph D Roddy,Aye
256,02/23/2018,18,Terry Kennedy,Aye
256,02/23/2018,19,Marlene E Davis,Aye
256,02/23/2018,20,Cara Spencer,Aye
256,02/23/2018,22,Jeffrey L Boyd,Aye
256,02/23/2018,23,Joseph Vaccaro,Aye
256,02/23/2018,24,Scott Ogilvie,Aye
256,02/23/2018,28,Heather Navarro,Aye
256,02/23/2018,President,Lewis E Reed,Aye
256,02/23/2018,1,Sharon Tyus,No
256,02/23/2018,9,Dan Guenther,No
256,02/23/2018,15,Megan E. Green,No
256,02/23/2018,26,Frank Williamson,No
256,02/23/2018,2,Lisa Middlebrook,Absent
256,02/23/2018,3,Brandon Bosley,Absent
256,02/23/2018,4,Samuel L Moore,Absent
256,02/23/2018,14,Carol Howard,Absent
256,02/23/2018,21,John Collins-Muhammad,Absent
256,02/23/2018,25,Shane Cohn,Absent
256,02/23/2018,27,Pam Boyd,Absent
256,02/23/2018,8,Seat is vacant,Vacant Seat
181,02/16/2018,1,Sharon Tyus,Aye
181,02/16/2018,2,Lisa Middlebrook,Aye
181,02/16/2018,3,Brandon Bosley,Aye
181,02/16/2018,4,Samuel L Moore,Aye
181,02/16/2018,5,Tammika Hubbard,Aye
181,02/16/2018,6,Christine Ingrassia,Aye
181,02/16/2018,7,Jack Coatar,Aye
181,02/16/2018,9,Dan Guenther,Aye
181,02/16/2018,10,Joseph Vollmer,Aye
181,02/16/2018,12,Larry Arnowitz,Aye
181,02/16/2018,13,Beth Murphy,Aye
181,02/16/2018,14,Carol Howard,Aye
181,02/16/2018,15,Megan E. Green,Aye
181,02/16/2018,16,Tom Oldenburg,Aye
181,02/16/2018,17,Joseph D Roddy,Aye
181,02/16/2018,18,Terry Kennedy,Aye
181,02/16/2018,19,Marlene E Davis,Aye
181,02/16/2018,20,Cara Spencer,Aye
181,02/16/2018,21,John Collins-Muhammad,Aye
181,02/16/2018,22,Jeffrey L Boyd,Aye
181,02/16/2018,23,Joseph Vaccaro,Aye
181,02/16/2018,24,Scott Ogilvie,Aye
181,02/16/2018,25,Shane Cohn,Aye
181,02/16/2018,26,Frank Williamson,Aye
181,02/16/2018,27,Pam Boyd,Aye
181,02/16/2018,28,Heather Navarro,Aye
181,02/16/2018,President,Lewis E Reed,Aye
181,02/16/2018,11,Sarah Martin,Absent
181,02/16/2018,8,Seat is vacant,Vacant Seat
189,02/16/2018,1,Sharon Tyus,Aye
189,02/16/2018,2,Lisa Middlebrook,Aye
189,02/16/2018,3,Brandon Bosley,Aye
189,02/16/2018,4,Samuel L Moore,Aye
189,02/16/2018,5,Tammika Hubbard,Aye
189,02/16/2018,6,Christine Ingrassia,Aye
189,02/16/2018,7,Jack Coatar,Aye
189,02/16/2018,9,Dan Guenther,Aye
189,02/16/2018,10,Joseph Vollmer,Aye
189,02/16/2018,12,Larry Arnowitz,Aye
189,02/16/2018,13,Beth Murphy,Aye
189,02/16/2018,14,Carol Howard,Aye
189,02/16/2018,15,Megan E. Green,Aye
189,02/16/2018,16,Tom Oldenburg,Aye
189,02/16/2018,17,Joseph D Roddy,Aye
189,02/16/2018,18,Terry Kennedy,Aye
189,02/16/2018,19,Marlene E Davis,Aye
189,02/16/2018,20,Cara Spencer,Aye
189,02/16/2018,21,John Collins-Muhammad,Aye
189,02/16/2018,22,Jeffrey L Boyd,Aye
189,02/16/2018,23,Joseph Vaccaro,Aye
189,02/16/2018,24,Scott Ogilvie,Aye
189,02/16/2018,25,Shane Cohn,Aye
189,02/16/2018,26,Frank Williamson,Aye
189,02/16/2018,27,Pam Boyd,Aye
189,02/16/2018,28,Heather Navarro,Aye
189,02/16/2018,President,Lewis E Reed,Aye
189,02/16/2018,11,Sarah Martin,Absent
189,02/16/2018,8,Seat is vacant,Vacant Seat
192,02/16/2018,1,Sharon Tyus,Aye
192,02/16/2018,2,Lisa Middlebrook,Aye
192,02/16/2018,3,Brandon Bosley,Aye
192,02/16/2018,4,Samuel L Moore,Aye
192,02/16/2018,5,Tammika Hubbard,Aye
192,02/16/2018,6,Christine Ingrassia,Aye
192,02/16/2018,7,Jack Coatar,Aye
192,02/16/2018,9,Dan Guenther,Aye
192,02/16/2018,10,Joseph Vollmer,Aye
192,02/16/2018,12,Larry Arnowitz,Aye
192,02/16/2018,13,Beth Murphy,Aye
192,02/16/2018,14,Carol Howard,Aye
192,02/16/2018,15,Megan E. Green,Aye
192,02/16/2018,16,Tom Oldenburg,Aye
192,02/16/2018,17,Joseph D Roddy,Aye
192,02/16/2018,18,Terry Kennedy,Aye
192,02/16/2018,19,Marlene E Davis,Aye
192,02/16/2018,20,Cara Spencer,Aye
192,02/16/2018,21,John Collins-Muhammad,Aye
192,02/16/2018,22,Jeffrey L Boyd,Aye
192,02/16/2018,23,Joseph Vaccaro,Aye
192,02/16/2018,24,Scott Ogilvie,Aye
192,02/16/2018,25,Shane Cohn,Aye
192,02/16/2018,26,Frank Williamson,Aye
192,02/16/2018,27,Pam Boyd,Aye
192,02/16/2018,28,Heather Navarro,Aye
192,02/16/2018,President,Lewis E Reed,Aye
192,02/16/2018,11,Sarah Martin,Absent
192,02/16/2018,8,Seat is vacant,Vacant Seat
205,02/16/2018,1,Sharon Tyus,Aye
205,02/16/2018,2,Lisa Middlebrook,Aye
205,02/16/2018,3,Brandon Bosley,Aye
205,02/16/2018,4,Samuel L Moore,Aye
205,02/16/2018,5,Tammika Hubbard,Aye
205,02/16/2018,6,Christine Ingrassia,Aye
205,02/16/2018,7,Jack Coatar,Aye
205,02/16/2018,9,Dan Guenther,Aye
205,02/16/2018,10,Joseph Vollmer,Aye
205,02/16/2018,12,Larry Arnowitz,Aye
205,02/16/2018,13,Beth Murphy,Aye
205,02/16/2018,14,Carol Howard,Aye
205,02/16/2018,15,Megan E. Green,Aye
205,02/16/2018,16,Tom Oldenburg,Aye
205,02/16/2018,17,Joseph D Roddy,Aye
205,02/16/2018,18,Terry Kennedy,Aye
205,02/16/2018,19,Marlene E Davis,Aye
205,02/16/2018,20,Cara Spencer,Aye
205,02/16/2018,21,John Collins-Muhammad,Aye
205,02/16/2018,22,Jeffrey L Boyd,Aye
205,02/16/2018,23,Joseph Vaccaro,Aye
205,02/16/2018,24,Scott Ogilvie,Aye
205,02/16/2018,25,Shane Cohn,Aye
205,02/16/2018,26,Frank Williamson,Aye
205,02/16/2018,27,Pam Boyd,Aye
205,02/16/2018,28,Heather Navarro,Aye
205,02/16/2018,President,Lewis E Reed,Aye
205,02/16/2018,11,Sarah Martin,Absent
205,02/16/2018,8,Seat is vacant,Vacant Seat
211,02/16/2018,1,Sharon Tyus,Aye
211,02/16/2018,2,Lisa Middlebrook,Aye
211,02/16/2018,3,Brandon Bosley,Aye
211,02/16/2018,4,Samuel L Moore,Aye
211,02/16/2018,5,Tammika Hubbard,Aye
211,02/16/2018,6,Christine Ingrassia,Aye
211,02/16/2018,7,Jack Coatar,Aye
211,02/16/2018,9,Dan Guenther,Aye
211,02/16/2018,10,Joseph Vollmer,Aye
211,02/16/2018,12,Larry Arnowitz,Aye
211,02/16/2018,13,Beth Murphy,Aye
211,02/16/2018,14,Carol Howard,Aye
211,02/16/2018,15,Megan E. Green,Aye
211,02/16/2018,16,Tom Oldenburg,Aye
211,02/16/2018,17,Joseph D Roddy,Aye
211,02/16/2018,18,Terry Kennedy,Aye
211,02/16/2018,19,Marlene E Davis,Aye
211,02/16/2018,20,Cara Spencer,Aye
211,02/16/2018,21,John Collins-Muhammad,Aye
211,02/16/2018,22,Jeffrey L Boyd,Aye
211,02/16/2018,23,Joseph Vaccaro,Aye
211,02/16/2018,24,Scott Ogilvie,Aye
211,02/16/2018,25,Shane Cohn,Aye
211,02/16/2018,26,Frank Williamson,Aye
211,02/16/2018,27,Pam Boyd,Aye
211,02/16/2018,28,Heather Navarro,Aye
211,02/16/2018,President,Lewis E Reed,Aye
211,02/16/2018,11,Sarah Martin,Absent
211,02/16/2018,8,Seat is vacant,Vacant Seat
212,02/16/2018,1,Sharon Tyus,Aye
212,02/16/2018,2,Lisa Middlebrook,Aye
212,02/16/2018,3,Brandon Bosley,Aye
212,02/16/2018,4,Samuel L Moore,Aye
212,02/16/2018,5,Tammika Hubbard,Aye
212,02/16/2018,6,Christine Ingrassia,Aye
212,02/16/2018,7,Jack Coatar,Aye
212,02/16/2018,9,Dan Guenther,Aye
212,02/16/2018,10,Joseph Vollmer,Aye
212,02/16/2018,12,Larry Arnowitz,Aye
212,02/16/2018,13,Beth Murphy,Aye
212,02/16/2018,14,Carol Howard,Aye
212,02/16/2018,15,Megan E. Green,Aye
212,02/16/2018,16,Tom Oldenburg,Aye
212,02/16/2018,17,Joseph D Roddy,Aye
212,02/16/2018,18,Terry Kennedy,Aye
212,02/16/2018,19,Marlene E Davis,Aye
212,02/16/2018,20,Cara Spencer,Aye
212,02/16/2018,21,John Collins-Muhammad,Aye
212,02/16/2018,22,Jeffrey L Boyd,Aye
212,02/16/2018,23,Joseph Vaccaro,Aye
212,02/16/2018,24,Scott Ogilvie,Aye
212,02/16/2018,25,Shane Cohn,Aye
212,02/16/2018,26,Frank Williamson,Aye
212,02/16/2018,27,Pam Boyd,Aye
212,02/16/2018,28,Heather Navarro,Aye
212,02/16/2018,President,Lewis E Reed,Aye
212,02/16/2018,11,Sarah Martin,Absent
212,02/16/2018,8,Seat is vacant,Vacant Seat
213,02/16/2018,1,Sharon Tyus,Aye
213,02/16/2018,2,Lisa Middlebrook,Aye
213,02/16/2018,3,Brandon Bosley,Aye
213,02/16/2018,4,Samuel L Moore,Aye
213,02/16/2018,5,Tammika Hubbard,Aye
213,02/16/2018,6,Christine Ingrassia,Aye
213,02/16/2018,7,Jack Coatar,Aye
213,02/16/2018,9,Dan Guenther,Aye
213,02/16/2018,10,Joseph Vollmer,Aye
213,02/16/2018,12,Larry Arnowitz,Aye
213,02/16/2018,13,Beth Murphy,Aye
213,02/16/2018,14,Carol Howard,Aye
213,02/16/2018,15,Megan E. Green,Aye
213,02/16/2018,16,Tom Oldenburg,Aye
213,02/16/2018,17,Joseph D Roddy,Aye
213,02/16/2018,18,Terry Kennedy,Aye
213,02/16/2018,19,Marlene E Davis,Aye
213,02/16/2018,20,Cara Spencer,Aye
213,02/16/2018,21,John Collins-Muhammad,Aye
213,02/16/2018,22,Jeffrey L Boyd,Aye
213,02/16/2018,23,Joseph Vaccaro,Aye
213,02/16/2018,24,Scott Ogilvie,Aye
213,02/16/2018,25,Shane Cohn,Aye
213,02/16/2018,26,Frank Williamson,Aye
213,02/16/2018,27,Pam Boyd,Aye
213,02/16/2018,28,Heather Navarro,Aye
213,02/16/2018,President,Lewis E Reed,Aye
213,02/16/2018,11,Sarah Martin,Absent
213,02/16/2018,8,Seat is vacant,Vacant Seat
214,02/16/2018,1,Sharon Tyus,Aye
214,02/16/2018,2,Lisa Middlebrook,Aye
214,02/16/2018,3,Brandon Bosley,Aye
214,02/16/2018,4,Samuel L Moore,Aye
214,02/16/2018,5,Tammika Hubbard,Aye
214,02/16/2018,6,Christine Ingrassia,Aye
214,02/16/2018,7,Jack Coatar,Aye
214,02/16/2018,9,Dan Guenther,Aye
214,02/16/2018,10,Joseph Vollmer,Aye
214,02/16/2018,12,Larry Arnowitz,Aye
214,02/16/2018,13,Beth Murphy,Aye
214,02/16/2018,14,Carol Howard,Aye
214,02/16/2018,15,Megan E. Green,Aye
214,02/16/2018,16,Tom Oldenburg,Aye
214,02/16/2018,17,Joseph D Roddy,Aye
214,02/16/2018,18,Terry Kennedy,Aye
214,02/16/2018,19,Marlene E Davis,Aye
214,02/16/2018,20,Cara Spencer,Aye
214,02/16/2018,21,John Collins-Muhammad,Aye
214,02/16/2018,22,Jeffrey L Boyd,Aye
214,02/16/2018,23,Joseph Vaccaro,Aye
214,02/16/2018,24,Scott Ogilvie,Aye
214,02/16/2018,25,Shane Cohn,Aye
214,02/16/2018,26,Frank Williamson,Aye
214,02/16/2018,27,Pam Boyd,Aye
214,02/16/2018,28,Heather Navarro,Aye
214,02/16/2018,President,Lewis E Reed,Aye
214,02/16/2018,11,Sarah Martin,Absent
214,02/16/2018,8,Seat is vacant,Vacant Seat
228,02/16/2018,1,Sharon Tyus,Aye
228,02/16/2018,2,Lisa Middlebrook,Aye
228,02/16/2018,3,Brandon Bosley,Aye
228,02/16/2018,4,Samuel L Moore,Aye
228,02/16/2018,5,Tammika Hubbard,Aye
228,02/16/2018,6,Christine Ingrassia,Aye
228,02/16/2018,7,Jack Coatar,Aye
228,02/16/2018,9,Dan Guenther,Aye
228,02/16/2018,10,Joseph Vollmer,Aye
228,02/16/2018,12,Larry Arnowitz,Aye
228,02/16/2018,13,Beth Murphy,Aye
228,02/16/2018,14,Carol Howard,Aye
228,02/16/2018,15,Megan E. Green,Aye
228,02/16/2018,16,Tom Oldenburg,Aye
228,02/16/2018,17,Joseph D Roddy,Aye
228,02/16/2018,18,Terry Kennedy,Aye
228,02/16/2018,19,Marlene E Davis,Aye
228,02/16/2018,20,Cara Spencer,Aye
228,02/16/2018,21,John Collins-Muhammad,Aye
228,02/16/2018,22,Jeffrey L Boyd,Aye
228,02/16/2018,23,Joseph Vaccaro,Aye
228,02/16/2018,24,Scott Ogilvie,Aye
228,02/16/2018,25,Shane Cohn,Aye
228,02/16/2018,26,Frank Williamson,Aye
228,02/16/2018,27,Pam Boyd,Aye
228,02/16/2018,28,Heather Navarro,Aye
228,02/16/2018,President,Lewis E Reed,Aye
228,02/16/2018,11,Sarah Martin,Absent
228,02/16/2018,8,Seat is vacant,Vacant Seat
229,02/16/2018,1,Sharon Tyus,Aye
229,02/16/2018,2,Lisa Middlebrook,Aye
229,02/16/2018,3,Brandon Bosley,Aye
229,02/16/2018,4,Samuel L Moore,Aye
229,02/16/2018,5,Tammika Hubbard,Aye
229,02/16/2018,6,Christine Ingrassia,Aye
229,02/16/2018,7,Jack Coatar,Aye
229,02/16/2018,9,Dan Guenther,Aye
229,02/16/2018,10,Joseph Vollmer,Aye
229,02/16/2018,12,Larry Arnowitz,Aye
229,02/16/2018,13,Beth Murphy,Aye
229,02/16/2018,14,Carol Howard,Aye
229,02/16/2018,15,Megan E. Green,Aye
229,02/16/2018,16,Tom Oldenburg,Aye
229,02/16/2018,17,Joseph D Roddy,Aye
229,02/16/2018,18,Terry Kennedy,Aye
229,02/16/2018,19,Marlene E Davis,Aye
229,02/16/2018,20,Cara Spencer,Aye
229,02/16/2018,21,John Collins-Muhammad,Aye
229,02/16/2018,22,Jeffrey L Boyd,Aye
229,02/16/2018,23,Joseph Vaccaro,Aye
229,02/16/2018,24,Scott Ogilvie,Aye
229,02/16/2018,25,Shane Cohn,Aye
229,02/16/2018,26,Frank Williamson,Aye
229,02/16/2018,27,Pam Boyd,Aye
229,02/16/2018,28,Heather Navarro,Aye
229,02/16/2018,President,Lewis E Reed,Aye
229,02/16/2018,11,Sarah Martin,Absent
229,02/16/2018,8,Seat is vacant,Vacant Seat
230,02/16/2018,1,Sharon Tyus,Aye
230,02/16/2018,2,Lisa Middlebrook,Aye
230,02/16/2018,3,Brandon Bosley,Aye
230,02/16/2018,4,Samuel L Moore,Aye
230,02/16/2018,5,Tammika Hubbard,Aye
230,02/16/2018,6,Christine Ingrassia,Aye
230,02/16/2018,7,Jack Coatar,Aye
230,02/16/2018,9,Dan Guenther,Aye
230,02/16/2018,10,Joseph Vollmer,Aye
230,02/16/2018,12,Larry Arnowitz,Aye
230,02/16/2018,13,Beth Murphy,Aye
230,02/16/2018,14,Carol Howard,Aye
230,02/16/2018,15,Megan E. Green,Aye
230,02/16/2018,16,Tom Oldenburg,Aye
230,02/16/2018,17,Joseph D Roddy,Aye
230,02/16/2018,18,Terry Kennedy,Aye
230,02/16/2018,19,Marlene E Davis,Aye
230,02/16/2018,20,Cara Spencer,Aye
230,02/16/2018,21,John Collins-Muhammad,Aye
230,02/16/2018,22,Jeffrey L Boyd,Aye
230,02/16/2018,23,Joseph Vaccaro,Aye
230,02/16/2018,24,Scott Ogilvie,Aye
230,02/16/2018,25,Shane Cohn,Aye
230,02/16/2018,26,Frank Williamson,Aye
230,02/16/2018,27,Pam Boyd,Aye
230,02/16/2018,28,Heather Navarro,Aye
230,02/16/2018,President,Lewis E Reed,Aye
230,02/16/2018,11,Sarah Martin,Absent
230,02/16/2018,8,Seat is vacant,Vacant Seat
231,02/16/2018,1,Sharon Tyus,Aye
231,02/16/2018,2,Lisa Middlebrook,Aye
231,02/16/2018,3,Brandon Bosley,Aye
231,02/16/2018,4,Samuel L Moore,Aye
231,02/16/2018,5,Tammika Hubbard,Aye
231,02/16/2018,6,Christine Ingrassia,Aye
231,02/16/2018,7,Jack Coatar,Aye
231,02/16/2018,9,Dan Guenther,Aye
231,02/16/2018,10,Joseph Vollmer,Aye
231,02/16/2018,12,Larry Arnowitz,Aye
231,02/16/2018,13,Beth Murphy,Aye
231,02/16/2018,14,Carol Howard,Aye
231,02/16/2018,15,Megan E. Green,Aye
231,02/16/2018,16,Tom Oldenburg,Aye
231,02/16/2018,17,Joseph D Roddy,Aye
231,02/16/2018,18,Terry Kennedy,Aye
231,02/16/2018,19,Marlene E Davis,Aye
231,02/16/2018,20,Cara Spencer,Aye
231,02/16/2018,21,John Collins-Muhammad,Aye
231,02/16/2018,22,Jeffrey L Boyd,Aye
231,02/16/2018,23,Joseph Vaccaro,Aye
231,02/16/2018,24,Scott Ogilvie,Aye
231,02/16/2018,25,Shane Cohn,Aye
231,02/16/2018,26,Frank Williamson,Aye
231,02/16/2018,27,Pam Boyd,Aye
231,02/16/2018,28,Heather Navarro,Aye
231,02/16/2018,President,Lewis E Reed,Aye
231,02/16/2018,11,Sarah Martin,Absent
231,02/16/2018,8,Seat is vacant,Vacant Seat
238,02/16/2018,1,Sharon Tyus,Aye
238,02/16/2018,2,Lisa Middlebrook,Aye
238,02/16/2018,3,Brandon Bosley,Aye
238,02/16/2018,4,Samuel L Moore,Aye
238,02/16/2018,5,Tammika Hubbard,Aye
238,02/16/2018,6,Christine Ingrassia,Aye
238,02/16/2018,7,Jack Coatar,Aye
238,02/16/2018,9,Dan Guenther,Aye
238,02/16/2018,10,Joseph Vollmer,Aye
238,02/16/2018,12,Larry Arnowitz,Aye
238,02/16/2018,13,Beth Murphy,Aye
238,02/16/2018,14,Carol Howard,Aye
238,02/16/2018,15,Megan E. Green,Aye
238,02/16/2018,16,Tom Oldenburg,Aye
238,02/16/2018,17,Joseph D Roddy,Aye
238,02/16/2018,18,Terry Kennedy,Aye
238,02/16/2018,19,Marlene E Davis,Aye
238,02/16/2018,20,Cara Spencer,Aye
238,02/16/2018,21,John Collins-Muhammad,Aye
238,02/16/2018,22,Jeffrey L Boyd,Aye
238,02/16/2018,23,Joseph Vaccaro,Aye
238,02/16/2018,24,Scott Ogilvie,Aye
238,02/16/2018,25,Shane Cohn,Aye
238,02/16/2018,26,Frank Williamson,Aye
238,02/16/2018,27,Pam Boyd,Aye
238,02/16/2018,28,Heather Navarro,Aye
238,02/16/2018,President,Lewis E Reed,Aye
238,02/16/2018,11,Sarah Martin,Absent
238,02/16/2018,8,Seat is vacant,Vacant Seat
247,02/16/2018,1,Sharon Tyus,Aye
247,02/16/2018,2,Lisa Middlebrook,Aye
247,02/16/2018,3,Brandon Bosley,Aye
247,02/16/2018,4,Samuel L Moore,Aye
247,02/16/2018,5,Tammika Hubbard,Aye
247,02/16/2018,6,Christine Ingrassia,Aye
247,02/16/2018,7,Jack Coatar,Aye
247,02/16/2018,9,Dan Guenther,Aye
247,02/16/2018,10,Joseph Vollmer,Aye
247,02/16/2018,12,Larry Arnowitz,Aye
247,02/16/2018,13,Beth Murphy,Aye
247,02/16/2018,14,Carol Howard,Aye
247,02/16/2018,15,Megan E. Green,Aye
247,02/16/2018,16,Tom Oldenburg,Aye
247,02/16/2018,17,Joseph D Roddy,Aye
247,02/16/2018,18,Terry Kennedy,Aye
247,02/16/2018,19,Marlene E Davis,Aye
247,02/16/2018,20,Cara Spencer,Aye
247,02/16/2018,21,John Collins-Muhammad,Aye
247,02/16/2018,22,Jeffrey L Boyd,Aye
247,02/16/2018,23,Joseph Vaccaro,Aye
247,02/16/2018,24,Scott Ogilvie,Aye
247,02/16/2018,25,Shane Cohn,Aye
247,02/16/2018,26,Frank Williamson,Aye
247,02/16/2018,27,Pam Boyd,Aye
247,02/16/2018,28,Heather Navarro,Aye
247,02/16/2018,President,Lewis E Reed,Aye
247,02/16/2018,11,Sarah Martin,Absent
247,02/16/2018,8,Seat is vacant,Vacant Seat
250,02/16/2018,2,Lisa Middlebrook,Aye
250,02/16/2018,3,Brandon Bosley,Aye
250,02/16/2018,4,Samuel L Moore,Aye
250,02/16/2018,5,Tammika Hubbard,Aye
250,02/16/2018,7,Jack Coatar,Aye
250,02/16/2018,10,Joseph Vollmer,Aye
250,02/16/2018,12,Larry Arnowitz,Aye
250,02/16/2018,13,Beth Murphy,Aye
250,02/16/2018,14,Carol Howard,Aye
250,02/16/2018,16,Tom Oldenburg,Aye
250,02/16/2018,17,Joseph D Roddy,Aye
250,02/16/2018,18,Terry Kennedy,Aye
250,02/16/2018,19,Marlene E Davis,Aye
250,02/16/2018,21,John Collins-Muhammad,Aye
250,02/16/2018,26,Frank Williamson,Aye
250,02/16/2018,27,Pam Boyd,Aye
250,02/16/2018,President,Lewis E Reed,Aye
250,02/16/2018,6,Christine Ingrassia,No
250,02/16/2018,9,Dan Guenther,No
250,02/16/2018,15,Megan E. Green,No
250,02/16/2018,20,Cara Spencer,No
250,02/16/2018,23,Joseph Vaccaro,No
250,02/16/2018,24,Scott Ogilvie,No
250,02/16/2018,25,Shane Cohn,No
250,02/16/2018,28,Heather Navarro,No
250,02/16/2018,1,Sharon Tyus,Present
250,02/16/2018,22,Jeffrey L Boyd,Present
250,02/16/2018,11,Sarah Martin,Absent
250,02/16/2018,8,Seat is vacant,Vacant Seat
240,02/16/2018,1,Sharon Tyus,Aye
240,02/16/2018,2,Lisa Middlebrook,Aye
240,02/16/2018,4,Samuel L Moore,Aye
240,02/16/2018,5,Tammika Hubbard,Aye
240,02/16/2018,6,Christine Ingrassia,Aye
240,02/16/2018,7,Jack Coatar,Aye
240,02/16/2018,9,Dan Guenther,Aye
240,02/16/2018,10,Joseph Vollmer,Aye
240,02/16/2018,12,Larry Arnowitz,Aye
240,02/16/2018,13,Beth Murphy,Aye
240,02/16/2018,14,Carol Howard,Aye
240,02/16/2018,15,Megan E. Green,Aye
240,02/16/2018,16,Tom Oldenburg,Aye
240,02/16/2018,17,Joseph D Roddy,Aye
240,02/16/2018,18,Terry Kennedy,Aye
240,02/16/2018,19,Marlene E Davis,Aye
240,02/16/2018,20,Cara Spencer,Aye
240,02/16/2018,22,Jeffrey L Boyd,Aye
240,02/16/2018,23,Joseph Vaccaro,Aye
240,02/16/2018,24,Scott Ogilvie,Aye
240,02/16/2018,25,Shane Cohn,Aye
240,02/16/2018,26,Frank Williamson,Aye
240,02/16/2018,27,Pam Boyd,Aye
240,02/16/2018,28,Heather Navarro,Aye
240,02/16/2018,President,Lewis E Reed,Aye
240,02/16/2018,3,Brandon Bosley,Absent
240,02/16/2018,11,Sarah Martin,Absent
240,02/16/2018,21,John Collins-Muhammad,Absent
240,02/16/2018,8,Seat is vacant,Vacant Seat
236,02/09/2018,2,Lisa Middlebrook,Aye
236,02/09/2018,3,Brandon Bosley,Aye
236,02/09/2018,4,Samuel L Moore,Aye
236,02/09/2018,5,Tammika Hubbard,Aye
236,02/09/2018,6,Christine Ingrassia,Aye
236,02/09/2018,7,Jack Coatar,Aye
236,02/09/2018,9,Dan Guenther,Aye
236,02/09/2018,10,Joseph Vollmer,Aye
236,02/09/2018,11,Sarah Martin,Aye
236,02/09/2018,12,Larry Arnowitz,Aye
236,02/09/2018,13,Beth Murphy,Aye
236,02/09/2018,14,Carol Howard,Aye
236,02/09/2018,15,Megan E. Green,Aye
236,02/09/2018,16,Tom Oldenburg,Aye
236,02/09/2018,17,Joseph D Roddy,Aye
236,02/09/2018,19,Marlene E Davis,Aye
236,02/09/2018,21,John Collins-Muhammad,Aye
236,02/09/2018,22,Jeffrey L Boyd,Aye
236,02/09/2018,23,Joseph Vaccaro,Aye
